CustomerID,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFM_Score,RFM_Segment
13811,184,4,591.75,1,3,2,132,Can't Lose
13812,42,3,539.0,3,2,2,322,Promising
13813,40,5,1353.41,3,3,3,333,Potential Loyalists
13814,56,3,1562.12,2,2,3,223,About to Sleep
13815,22,5,4014.91,3,3,4,334,Loyal
13816,24,4,555.04,3,3,2,332,Potential Loyalists
13817,29,2,382.98,3,2,2,322,Promising
13819,302,3,1140.35,1,2,3,123,Can't Lose
13821,145,2,385.64,1,2,2,122,Can't Lose
13822,6,2,632.0,4,2,2,422,New Customers
13823,19,2,957.66,3,2,3,323,Potential Loyalists
13824,33,5,1698.94,3,3,4,334,Loyal
13826,158,2,174.65,1,2,1,121,Can't Lose
13827,58,3,412.05,2,2,2,222,At Risk
13828,22,1,209.49,3,1,1,311,Lost
13831,16,6,2202.99,4,3,4,434,Loyal
13832,18,2,40.95,3,2,1,321,Promising
13833,159,1,384.8,1,1,2,112,Can't Lose
13835,25,4,834.57,3,3,3,333,Potential Loyalists
13837,212,2,271.24,1,2,1,121,Can't Lose
13838,6,4,691.73,4,3,3,433,Loyal
13841,253,1,85.0,1,1,1,111,Can't Lose
13842,59,9,3385.62,2,4,4,244,Hibernating
13844,11,1,361.62,4,1,2,412,New Customers
13845,65,1,312.98,2,1,2,212,At Risk
13846,25,4,847.61,3,3,3,333,Potential Loyalists
13848,92,3,1255.0,2,2,3,223,About to Sleep
13849,52,2,1537.95,2,2,3,223,About to Sleep
13850,88,2,1586.81,2,2,3,223,About to Sleep
13851,96,3,2651.46,2,2,4,224,About to Sleep
13853,9,2,1056.94,4,2,3,423,Potential Loyalists
13854,9,29,8025.0199999999995,4,4,4,444,Champions
13856,169,5,363.4,1,3,2,132,Can't Lose
13858,57,1,216.17000000000002,2,1,1,211,Can't Lose
13859,326,1,201.16,1,1,1,111,Can't Lose
13860,1,6,1240.0,4,3,3,433,Loyal
13862,18,10,2187.31,3,4,4,344,Loyal
13863,245,2,299.56,1,2,1,121,Can't Lose
13865,58,4,501.56,2,3,2,232,About to Sleep
13866,74,1,145.67,2,1,1,211,Can't Lose
13867,31,3,1015.29,3,2,3,323,Potential Loyalists
13868,7,2,3192.54,4,2,4,424,Unknown
13869,123,4,3104.9500000000003,2,3,4,234,About to Sleep
13870,2,10,2751.25,4,4,4,444,Champions
13871,23,14,6389.8,3,4,4,344,Loyal
13873,120,4,381.7,2,3,2,232,About to Sleep
13874,358,1,540.45,1,1,2,112,Can't Lose
13875,54,5,1786.79,2,3,4,234,About to Sleep
13876,64,1,122.7,2,1,1,211,Can't Lose
13877,86,1,117.24,2,1,1,211,Can't Lose
13878,55,1,1281.53,2,1,3,213,Unknown
13880,21,13,3219.77,3,4,4,344,Loyal
13881,4,22,16989.52,4,4,4,444,Champions
13882,3,6,1131.28,4,3,3,433,Loyal
13883,1,9,2538.75,4,4,4,444,Champions
13884,7,6,781.3000000000001,4,3,3,433,Loyal
13885,189,2,506.8,1,2,2,122,Can't Lose
13886,71,1,243.56,2,1,1,211,Can't Lose
13887,204,1,349.55,1,1,2,112,Can't Lose
13888,120,2,605.63,2,2,2,222,At Risk
13889,93,1,416.90000000000003,2,1,2,212,At Risk
13890,1,14,1860.8600000000001,4,4,4,444,Champions
13892,27,4,632.97,3,3,2,332,Potential Loyalists
13893,298,1,821.1,1,1,3,113,Unknown
13894,22,5,535.97,3,3,2,332,Potential Loyalists
13895,21,5,2588.12,3,3,4,334,Loyal
13897,50,1,311.16,3,1,2,312,Promising
13898,326,1,155.93,1,1,1,111,Can't Lose
13899,16,2,388.52,4,2,2,422,New Customers
13900,183,3,740.95,1,2,3,123,Can't Lose
13901,72,5,2867.2000000000003,2,3,4,234,About to Sleep
13904,37,2,332.64,3,2,2,322,Promising
13908,80,5,2347.05,2,3,4,234,About to Sleep
13911,57,9,2580.91,2,4,4,244,Hibernating
13914,4,3,613.95,4,2,2,422,New Customers
13917,50,2,272.04,3,2,1,321,Promising
13918,50,2,1212.8400000000001,3,2,3,323,Potential Loyalists
13919,53,3,350.16,2,2,2,222,At Risk
13922,352,1,172.25,1,1,1,111,Can't Lose
13923,54,1,351.13,2,1,2,212,At Risk
13924,2,11,1682.08,4,4,4,444,Champions
13925,36,6,616.65,3,3,2,332,Potential Loyalists
13926,23,1,223.85000000000002,3,1,1,311,Lost
13927,75,1,348.99,2,1,2,212,At Risk
13928,11,4,464.57,4,3,2,432,Unknown
13929,169,3,802.85,1,2,3,123,Can't Lose
13930,58,2,337.34,2,2,2,222,At Risk
13931,86,3,1230.93,2,2,3,223,About to Sleep
13932,295,1,307.4,1,1,2,112,Can't Lose
13933,109,2,608.79,2,2,2,222,At Risk
13934,264,1,922.1,1,1,3,113,Unknown
13936,171,2,361.28000000000003,1,2,2,122,Can't Lose
13937,169,1,158.85,1,1,1,111,Can't Lose
13938,35,1,71.66,3,1,1,311,Lost
13939,23,4,556.75,3,3,2,332,Potential Loyalists
13940,17,4,839.14,4,3,3,433,Loyal
13941,22,7,4912.41,3,4,4,344,Loyal
13946,79,3,561.57,2,2,2,222,At Risk
13947,65,1,90.60000000000001,2,1,1,211,Can't Lose
13948,361,1,102.0,1,1,1,111,Can't Lose
13949,3,6,2427.32,4,3,4,434,Loyal
13950,11,5,728.5600000000001,4,3,3,433,Loyal
13951,176,3,674.45,1,2,3,123,Can't Lose
13952,211,3,3246.091,1,2,4,124,Unknown
13953,7,7,3515.68,4,4,4,444,Champions
13954,2,3,378.59,4,2,2,422,New Customers
13955,154,2,322.96,1,2,2,122,Can't Lose
13956,5,5,1026.42,4,3,3,433,Loyal
13959,79,3,598.2,2,2,2,222,At Risk
13960,21,2,230.22,3,2,1,321,Promising
13962,22,2,169.54999999999998,3,2,1,321,Promising
13963,308,4,664.54,1,3,3,133,Hibernating
13967,146,1,80.7,1,1,1,111,Can't Lose
13969,7,20,8986.69,4,4,4,444,Champions
13971,9,11,2702.2200000000003,4,4,4,444,Champions
13972,71,2,190.25,2,2,1,221,At Risk
13973,287,1,264.7,1,1,1,111,Can't Lose
13974,49,1,413.59000000000003,3,1,2,312,Promising
13975,31,7,2503.23,3,4,4,344,Loyal
13976,207,1,357.98,1,1,2,112,Can't Lose
13978,15,2,196.79,4,2,1,421,New Customers
13979,73,1,869.87,2,1,3,213,Unknown
13980,60,1,200.14,2,1,1,211,Can't Lose
13982,39,5,1861.1100000000001,3,3,4,334,Loyal
13983,30,13,2590.46,3,4,4,344,Loyal
13984,27,6,488.03,3,3,2,332,Potential Loyalists
13985,4,16,7024.53,4,4,4,444,Champions
13986,17,1,320.46,4,1,2,412,New Customers
13988,20,9,4098.8,3,4,4,344,Loyal
13989,66,2,1266.08,2,2,3,223,About to Sleep
13990,213,1,311.3,1,1,2,112,Can't Lose
13991,12,7,850.63,4,4,3,443,Champions
13992,30,1,76.8,3,1,1,311,Lost
13993,32,12,3409.66,3,4,4,344,Loyal
13994,4,6,2313.14,4,3,4,434,Loyal
13995,15,6,1383.49,4,3,3,433,Loyal
13999,10,15,3865.26,4,4,4,444,Champions
14000,206,2,633.71,1,2,2,122,Can't Lose
14001,46,4,2030.3300000000002,3,3,4,334,Loyal
14002,134,2,529.73,2,2,2,222,At Risk
14004,43,7,4582.64,3,4,4,344,Loyal
14005,10,5,2874.72,4,3,4,434,Loyal
14006,116,3,962.19,2,2,3,223,About to Sleep
14009,198,3,685.9300000000001,1,2,3,123,Can't Lose
14012,278,1,328.8,1,1,2,112,Can't Lose
14013,110,3,473.02,2,2,2,222,At Risk
14014,77,1,505.18,2,1,2,212,At Risk
14015,53,1,917.34,2,1,3,213,Unknown
14016,154,5,4328.46,1,3,4,134,Hibernating
14019,47,4,1398.96,3,3,3,333,Potential Loyalists
14020,17,2,642.8,4,2,2,422,New Customers
14021,155,3,631.9,1,2,2,122,Can't Lose
14022,225,1,440.0,1,1,2,112,Can't Lose
14023,7,2,584.07,4,2,2,422,New Customers
14024,122,2,327.7,2,2,2,222,At Risk
14027,61,1,104.82,2,1,1,211,Can't Lose
14029,63,2,467.66,2,2,2,222,At Risk
14030,18,8,2360.09,3,4,4,344,Loyal
14031,7,23,14634.64,4,4,4,444,Champions
14032,2,18,2929.84,4,4,4,444,Champions
14034,22,4,512.02,3,3,2,332,Potential Loyalists
14035,29,5,1428.02,3,3,3,333,Potential Loyalists
14036,285,1,626.65,1,1,2,112,Can't Lose
14037,176,2,147.20000000000002,1,2,1,121,Can't Lose
14038,78,4,1554.48,2,3,3,233,About to Sleep
14039,33,1,152.2,3,1,1,311,Lost
14040,41,15,3542.19,3,4,4,344,Loyal
14041,266,1,141.41,1,1,1,111,Can't Lose
14044,27,4,652.82,3,3,3,333,Potential Loyalists
14045,109,4,1659.75,2,3,4,234,About to Sleep
14046,284,1,154.99,1,1,1,111,Can't Lose
14047,9,7,1290.01,4,4,3,443,Champions
14048,277,2,375.13,1,2,2,122,Can't Lose
14049,17,6,5639.15,4,3,4,434,Loyal
14050,32,2,746.36,3,2,3,323,Potential Loyalists
14051,1,26,15477.34,4,4,4,444,Champions
14052,20,1,225.35999999999999,3,1,1,311,Lost
14053,124,2,260.25,2,2,1,221,At Risk
14054,65,1,92.46000000000001,2,1,1,211,Can't Lose
14055,106,1,725.6400000000001,2,1,3,213,Unknown
14056,1,29,8124.4,4,4,4,444,Champions
14057,24,18,6147.4,3,4,4,344,Loyal
14059,267,1,183.6,1,1,1,111,Can't Lose
14060,5,20,6135.38,4,4,4,444,Champions
14062,10,12,10464.85,4,4,4,444,Champions
14064,29,7,1188.32,3,4,3,343,Loyal
14066,267,1,152.55,1,1,1,111,Can't Lose
14067,64,2,374.7,2,2,2,222,At Risk
14068,320,1,265.85,1,1,1,111,Can't Lose
14071,4,9,1307.41,4,4,3,443,Champions
14073,21,2,139.54,3,2,1,321,Promising
14075,5,3,942.26,4,2,3,423,Potential Loyalists
14076,129,1,122.47,2,1,1,211,Can't Lose
14077,41,5,499.42,3,3,2,332,Potential Loyalists
14078,102,6,1049.37,2,3,3,233,About to Sleep
14079,125,1,375.1,2,1,2,212,At Risk
14080,33,1,45.599999999999994,3,1,1,311,Lost
14081,267,4,904.67,1,3,3,133,Hibernating
14082,365,1,182.25,1,1,1,111,Can't Lose
14083,4,9,1018.43,4,4,3,443,Champions
14085,2,19,4435.79,4,4,4,444,Champions
14087,3,2,181.67,4,2,1,421,New Customers
14088,10,14,50415.49,4,4,4,444,Champions
14089,57,1,161.0,2,1,1,211,Can't Lose
14090,325,1,76.32000000000001,1,1,1,111,Can't Lose
14092,8,17,4063.1,4,4,4,444,Champions
14093,12,1,442.85,4,1,2,412,New Customers
14096,4,34,57120.909999999996,4,4,4,444,Champions
14098,37,1,147.35,3,1,1,311,Lost
14099,16,12,3092.9700000000003,4,4,4,444,Champions
14100,138,1,194.9,2,1,1,211,Can't Lose
14101,74,6,5976.79,2,3,4,234,About to Sleep
14102,5,8,1314.73,4,4,3,443,Champions
14104,155,2,216.21,1,2,1,121,Can't Lose
14105,85,2,1260.33,2,2,3,223,About to Sleep
14107,52,8,2688.48,2,4,4,244,Hibernating
14108,31,3,594.16,3,2,2,322,Promising
14109,23,2,80.2,3,2,1,321,Promising
14110,4,13,5669.65,4,4,4,444,Champions
14111,14,5,688.6,4,3,3,433,Loyal
14112,23,12,2774.17,3,4,4,344,Loyal
14113,4,8,1377.92,4,4,3,443,Champions
14114,274,2,386.53,1,2,2,122,Can't Lose
14116,20,5,1382.74,3,3,3,333,Potential Loyalists
14117,144,1,90.0,1,1,1,111,Can't Lose
14121,4,6,2740.3,4,3,4,434,Loyal
14124,84,1,419.58,2,1,2,212,At Risk
14125,11,3,2740.43,4,2,4,424,Unknown
14126,8,4,643.6300000000001,4,3,2,432,Unknown
14127,123,3,709.71,2,2,3,223,About to Sleep
14128,61,2,637.5,2,2,2,222,At Risk
14129,2,5,1123.8600000000001,4,3,3,433,Loyal
14130,319,1,483.86,1,1,2,112,Can't Lose
14132,2,12,3580.13,4,4,4,444,Champions
14133,130,5,590.34,2,3,2,232,About to Sleep
14135,2,15,4690.31,4,4,4,444,Champions
14138,2,2,982.38,4,2,3,423,Potential Loyalists
14139,46,1,415.82,3,1,2,312,Promising
14140,4,3,920.05,4,2,3,423,Potential Loyalists
14141,3,6,879.0300000000001,4,3,3,433,Loyal
14142,373,1,311.81,1,1,2,112,Can't Lose
14143,134,1,115.8,2,1,1,211,Can't Lose
14145,47,5,3148.2,3,3,4,334,Loyal
14146,9,6,2949.57,4,3,4,434,Loyal
14147,49,3,468.4,3,2,2,322,Promising
14148,234,1,157.2,1,1,1,111,Can't Lose
14149,213,3,259.43,1,2,1,121,Can't Lose
14150,36,2,658.64,3,2,3,323,Potential Loyalists
14152,75,3,611.09,2,2,2,222,At Risk
14154,239,2,1345.62,1,2,3,123,Can't Lose
14155,266,1,118.75,1,1,1,111,Can't Lose
14156,10,66,113384.14,4,4,4,444,Champions
14157,20,3,400.43,3,2,2,322,Promising
14158,40,1,507.65999999999997,3,1,2,312,Promising
14159,20,14,4678.3,3,4,4,344,Loyal
14161,216,3,1110.52,1,2,3,123,Can't Lose
14162,174,2,289.36,1,2,1,121,Can't Lose
14163,87,4,2445.91,2,3,4,234,About to Sleep
14164,71,2,1631.77,2,2,4,224,About to Sleep
14165,276,1,122.53999999999999,1,1,1,111,Can't Lose
14167,39,4,574.84,3,3,2,332,Potential Loyalists
14171,98,1,363.79,2,1,2,212,At Risk
14173,11,4,450.84,4,3,2,432,Unknown
14174,33,1,134.46,3,1,1,311,Lost
14175,51,7,3108.06,2,4,4,244,Hibernating
14176,297,5,574.0,1,3,2,132,Can't Lose
14177,85,5,554.46,2,3,2,232,About to Sleep
14178,9,7,1620.93,4,4,3,443,Champions
14179,41,2,719.78,3,2,3,323,Potential Loyalists
14180,11,31,4640.77,4,4,4,444,Champions
14184,67,1,452.89,2,1,2,212,At Risk
14185,331,1,197.65,1,1,1,111,Can't Lose
14188,9,10,2018.91,4,4,4,444,Champions
14189,2,24,4604.31,4,4,4,444,Champions
14191,2,14,4660.01,4,4,4,444,Champions
14193,68,2,853.39,2,2,3,223,About to Sleep
14194,5,32,11216.75,4,4,4,444,Champions
14195,202,3,962.7,1,2,3,123,Can't Lose
14196,107,1,335.52,2,1,2,212,At Risk
14198,4,7,663.5,4,4,3,443,Champions
14199,218,1,185.39999999999998,1,1,1,111,Can't Lose
14201,60,9,688.04,2,4,3,243,Hibernating
14204,2,1,161.03,4,1,1,411,Lost
14205,11,4,218.78,4,3,1,431,Unknown
14206,239,2,308.26,1,2,2,122,Can't Lose
14208,95,1,151.74,2,1,1,211,Can't Lose
14209,11,7,2067.13,4,4,4,444,Champions
14210,91,7,1900.89,2,4,4,244,Hibernating
14211,53,13,2208.3,2,4,4,244,Hibernating
14212,90,1,1070.48,2,1,3,213,Unknown
14214,31,7,1000.23,3,4,3,343,Loyal
14215,12,7,1777.92,4,4,4,444,Champions
14216,3,4,1839.3,4,3,4,434,Loyal
14217,2,24,1925.3600000000001,4,4,4,444,Champions
14218,43,1,169.48000000000002,3,1,1,311,Lost
14219,4,1,89.94,4,1,1,411,Lost
14220,247,2,632.4000000000001,1,2,2,122,Can't Lose
14221,42,10,3427.85,3,4,4,344,Loyal
14222,177,1,683.17,1,1,3,113,Unknown
14223,92,4,975.23,2,3,3,233,About to Sleep
14224,110,4,1050.1200000000001,2,3,3,233,About to Sleep
14226,29,7,2201.64,3,4,4,344,Loyal
14227,26,15,3315.71,3,4,4,344,Loyal
14229,52,5,1450.6,2,3,3,233,About to Sleep
14231,179,5,822.0600000000001,1,3,3,133,Hibernating
14232,32,8,2043.93,3,4,4,344,Loyal
14233,44,5,1447.51,3,3,3,333,Potential Loyalists
14234,22,4,775.46,3,3,3,333,Potential Loyalists
14235,10,6,3093.86,4,3,4,434,Loyal
14236,81,2,490.86,2,2,2,222,At Risk
14237,373,1,161.0,1,1,1,111,Can't Lose
14238,326,1,146.85,1,1,1,111,Can't Lose
14239,43,13,2323.5,3,4,4,344,Loyal
14240,30,2,890.34,3,2,3,323,Potential Loyalists
14241,184,1,213.70000000000002,1,1,1,111,Can't Lose
14242,235,2,280.55,1,2,1,121,Can't Lose
14243,9,14,2535.88,4,4,4,444,Champions
14245,176,5,1677.48,1,3,4,134,Hibernating
14246,111,3,1474.06,2,2,3,223,About to Sleep
14247,278,1,136.77,1,1,1,111,Can't Lose
14248,318,1,302.58,1,1,2,112,Can't Lose
14250,7,3,1904.05,4,2,4,424,Unknown
14251,2,5,2879.7000000000003,4,3,4,434,Loyal
14256,254,3,935.0600000000001,1,2,3,123,Can't Lose
14257,51,6,3087.27,2,3,4,234,About to Sleep
14258,9,10,12650.08,4,4,4,444,Champions
14259,142,1,120.0,1,1,1,111,Can't Lose
14261,51,2,1163.45,2,2,3,223,About to Sleep
14262,8,8,2618.23,4,4,4,444,Champions
14264,155,3,319.47,1,2,2,122,Can't Lose
14265,109,2,530.18,2,2,2,222,At Risk
14267,151,7,1279.09,1,4,3,143,Hibernating
14270,332,1,492.65000000000003,1,1,2,112,Can't Lose
14271,226,1,112.32000000000001,1,1,1,111,Can't Lose
14272,74,2,437.96,2,2,2,222,At Risk
14273,51,4,559.97,2,3,2,232,About to Sleep
14276,88,5,1019.39,2,3,3,233,About to Sleep
14277,15,4,3957.0,4,3,4,434,Loyal
14280,197,1,134.04,1,1,1,111,Can't Lose
14282,3,15,3729.34,4,4,4,444,Champions
14284,31,3,578.45,3,2,2,322,Promising
14285,21,4,1910.01,3,3,4,334,Loyal
14286,24,5,4595.81,3,3,4,334,Loyal
14287,8,4,151.23,4,3,1,431,Unknown
14288,212,2,413.85,1,2,2,122,Can't Lose
14289,9,6,911.26,4,3,3,433,Loyal
14290,11,6,2307.4500000000003,4,3,4,434,Loyal
14291,2,12,3873.3,4,4,4,444,Champions
14292,8,14,4819.33,4,4,4,444,Champions
14293,3,4,1046.56,4,3,3,433,Loyal
14295,40,2,154.70000000000002,3,2,1,321,Promising
14297,18,6,1284.06,3,3,3,333,Potential Loyalists
14298,3,45,50862.44,4,4,4,444,Champions
14299,8,18,2855.35,4,4,4,444,Champions
14300,19,1,43.2,3,1,1,311,Lost
14301,108,2,632.04,2,2,2,222,At Risk
14304,223,2,197.1,1,2,1,121,Can't Lose
14305,71,5,1803.76,2,3,4,234,About to Sleep
14306,51,3,2083.42,2,2,4,224,About to Sleep
14307,89,6,2995.7200000000003,2,3,4,234,About to Sleep
14309,8,10,2319.6800000000003,4,4,4,444,Champions
14311,225,2,229.71,1,2,1,121,Can't Lose
14312,47,6,1611.5900000000001,3,3,3,333,Potential Loyalists
14314,107,1,120.0,2,1,1,211,Can't Lose
14315,21,7,2456.98,3,4,4,344,Loyal
14317,65,1,508.58,2,1,2,212,At Risk
14320,207,3,343.11,1,2,2,122,Can't Lose
14321,11,5,1530.75,4,3,3,433,Loyal
14323,115,4,574.26,2,3,2,232,About to Sleep
14326,235,2,166.85,1,2,1,121,Can't Lose
14327,163,1,311.65000000000003,1,1,2,112,Can't Lose
14329,9,14,4928.74,4,4,4,444,Champions
14331,124,2,462.66,2,2,2,222,At Risk
14332,23,3,866.3100000000001,3,2,3,323,Potential Loyalists
14333,64,2,351.45,2,2,2,222,At Risk
14334,17,9,2539.46,4,4,4,444,Champions
14335,16,2,468.26,4,2,2,422,New Customers
14336,17,4,1614.91,4,3,3,433,Loyal
14338,158,4,554.22,1,3,2,132,Can't Lose
14339,235,4,289.91,1,3,1,131,Unknown
14340,219,1,134.7,1,1,1,111,Can't Lose
14341,45,9,2166.38,3,4,4,344,Loyal
14342,21,6,607.71,3,3,2,332,Potential Loyalists
14344,127,8,889.9300000000001,2,4,3,243,Hibernating
14345,39,1,108.98,3,1,1,311,Lost
14346,121,2,1021.58,2,2,3,223,About to Sleep
14348,260,1,409.57,1,1,2,112,Can't Lose
14349,10,1,133.5,4,1,1,411,Lost
14350,271,2,258.7,1,2,1,121,Can't Lose
14351,165,1,51.0,1,1,1,111,Can't Lose
14352,157,4,1078.96,1,3,3,133,Hibernating
14353,215,1,90.6,1,1,1,111,Can't Lose
14354,6,2,163.62,4,2,1,421,New Customers
14355,366,1,174.4,1,1,1,111,Can't Lose
14356,60,4,666.9399999999999,2,3,3,233,About to Sleep
14357,43,1,225.77,3,1,1,311,Lost
14359,19,6,882.58,3,3,3,333,Potential Loyalists
14360,32,4,2128.23,3,3,4,334,Loyal
14362,22,1,161.2,3,1,1,311,Lost
14364,109,8,3717.35,2,4,4,244,Hibernating
14367,8,19,9167.82,4,4,4,444,Champions
14368,320,1,155.0,1,1,1,111,Can't Lose
14371,295,1,100.5,1,1,1,111,Can't Lose
14373,358,1,76.55,1,1,1,111,Can't Lose
14375,185,1,257.68,1,1,1,111,Can't Lose
14377,191,2,617.05,1,2,2,122,Can't Lose
14379,44,2,348.1,3,2,2,322,Promising
14381,52,1,202.68,2,1,1,211,Can't Lose
14382,26,1,626.07,3,1,2,312,Promising
14383,38,3,1247.69,3,2,3,323,Potential Loyalists
14385,9,3,202.10999999999999,4,2,1,421,New Customers
14386,297,1,142.4,1,1,1,111,Can't Lose
14387,33,3,1770.56,3,2,4,324,Unknown
14388,9,10,3172.04,4,4,4,444,Champions
14389,9,5,999.72,4,3,3,433,Loyal
14390,10,13,4592.47,4,4,4,444,Champions
14393,218,1,67.95,1,1,1,111,Can't Lose
14395,2,12,3471.91,4,4,4,444,Champions
14396,65,2,487.99,2,2,2,222,At Risk
14397,1,23,2556.68,4,4,4,444,Champions
14400,141,2,559.7,1,2,2,122,Can't Lose
14401,4,14,4039.98,4,4,4,444,Champions
14403,130,5,1426.31,2,3,3,233,About to Sleep
14404,34,7,1434.72,3,4,3,343,Loyal
14406,119,1,156.75,2,1,1,211,Can't Lose
14407,107,9,2111.08,2,4,4,244,Hibernating
14408,11,7,2606.53,4,4,4,444,Champions
14409,71,7,1908.25,2,4,4,244,Hibernating
14410,16,15,576.3,4,4,2,442,Unknown
14411,311,1,1063.0,1,1,3,113,Unknown
14412,35,3,761.33,3,2,3,323,Potential Loyalists
14413,362,1,122.7,1,1,1,111,Can't Lose
14414,92,8,1485.1299999999999,2,4,3,243,Hibernating
14415,1,18,5811.56,4,4,4,444,Champions
14416,22,2,490.22,3,2,2,322,Promising
14418,4,3,1937.25,4,2,4,424,Unknown
14419,11,6,1058.06,4,3,3,433,Loyal
14420,85,2,385.87,2,2,2,222,At Risk
14421,57,2,813.11,2,2,3,223,About to Sleep
14422,1,6,4263.64,4,3,4,434,Loyal
14423,218,1,265.2,1,1,1,111,Can't Lose
14424,18,1,322.08,3,1,2,312,Promising
14426,19,16,3918.9,3,4,4,344,Loyal
14427,50,2,363.34000000000003,3,2,2,322,Promising
14428,7,7,1230.14,4,4,3,443,Champions
14431,299,2,397.76000000000005,1,2,2,122,Can't Lose
14432,10,6,2255.51,4,3,4,434,Loyal
14434,22,6,1372.8,3,3,3,333,Potential Loyalists
14436,99,1,89.06,2,1,1,211,Can't Lose
14438,306,1,131.9,1,1,1,111,Can't Lose
14439,320,1,2661.24,1,1,4,114,Unknown
14440,8,5,2357.68,4,3,4,434,Loyal
14441,1,10,1545.14,4,4,3,443,Champions
14442,2,5,1544.6200000000001,4,3,3,433,Loyal
14443,54,7,1400.88,2,4,3,243,Hibernating
14446,1,4,1039.58,4,3,3,433,Loyal
14447,19,5,1163.23,3,3,3,333,Potential Loyalists
14448,9,2,375.35,4,2,2,422,New Customers
14449,19,4,907.1,3,3,3,333,Potential Loyalists
14450,181,3,483.25,1,2,2,122,Can't Lose
14451,60,2,662.59,2,2,3,223,About to Sleep
14452,11,2,264.44,4,2,1,421,New Customers
14453,190,1,119.93,1,1,1,111,Can't Lose
14456,5,14,3047.63,4,4,4,444,Champions
14457,311,1,113.64,1,1,1,111,Can't Lose
14459,155,1,1837.92,1,1,4,114,Unknown
14460,110,4,383.34,2,3,2,232,About to Sleep
14461,148,3,2103.06,1,2,4,124,Unknown
14462,64,15,1965.9,2,4,4,244,Hibernating
14463,98,3,529.62,2,2,2,222,At Risk
14465,247,3,1058.6200000000001,1,2,3,123,Can't Lose
14466,29,7,2272.4,3,4,4,344,Loyal
14467,18,4,598.76,3,3,2,332,Potential Loyalists
14470,12,2,461.19,4,2,2,422,New Customers
14472,104,8,1936.84,2,4,4,244,Hibernating
14473,74,2,234.34,2,2,1,221,At Risk
14474,43,2,537.71,3,2,2,322,Promising
14475,72,6,799.82,2,3,3,233,About to Sleep
14476,257,1,215.7,1,1,1,111,Can't Lose
14477,20,5,1307.81,3,3,3,333,Potential Loyalists
14479,254,2,316.25,1,2,2,122,Can't Lose
14480,11,1,279.05,4,1,1,411,Lost
14481,165,2,636.51,1,2,2,122,Can't Lose
14482,18,6,2068.15,3,3,4,334,Loyal
14483,150,2,129.20000000000002,1,2,1,121,Can't Lose
14484,50,1,321.92,3,1,2,312,Promising
14485,39,1,165.75,3,1,1,311,Lost
14487,27,7,1183.58,3,4,3,343,Loyal
14488,51,2,1047.43,2,2,3,223,About to Sleep
14489,207,1,463.38,1,1,2,112,Can't Lose
14491,175,2,340.93,1,2,2,122,Can't Lose
14493,7,7,2362.84,4,4,4,444,Champions
14494,26,1,139.56,3,1,1,311,Lost
14495,51,2,123.80000000000001,2,2,1,221,At Risk
14496,312,2,538.8100000000001,1,2,2,122,Can't Lose
14497,301,2,457.47,1,2,2,122,Can't Lose
14498,43,5,1957.32,3,3,4,334,Loyal
14499,26,3,815.32,3,2,3,323,Potential Loyalists
14500,88,3,356.85,2,2,2,222,At Risk
14501,64,3,190.31,2,2,1,221,At Risk
14502,20,14,2351.02,3,4,4,344,Loyal
14503,3,6,3543.26,4,3,4,434,Loyal
14504,47,4,673.26,3,3,3,333,Potential Loyalists
14505,17,11,5818.7,4,4,4,444,Champions
14506,17,5,2012.17,4,3,4,434,Loyal
14507,24,7,1368.18,3,4,3,343,Loyal
14508,22,2,276.42,3,2,1,321,Promising
14511,11,6,1267.41,4,3,3,433,Loyal
14512,188,2,275.28,1,2,1,121,Can't Lose
14513,101,4,438.49,2,3,2,232,About to Sleep
14514,61,3,1055.35,2,2,3,223,About to Sleep
14515,18,6,2102.09,3,3,4,334,Loyal
14517,33,2,330.45,3,2,2,322,Promising
14518,64,1,174.37,2,1,1,211,Can't Lose
14520,2,2,270.6,4,2,1,421,New Customers
14522,24,4,974.54,3,3,3,333,Potential Loyalists
14523,108,1,241.09,2,1,1,211,Can't Lose
14524,32,9,1867.68,3,4,4,344,Loyal
14525,9,13,4221.37,4,4,4,444,Champions
14527,3,86,7711.38,4,4,4,444,Champions
14528,37,1,364.21999999999997,3,1,2,312,Promising
14529,60,3,620.04,2,2,2,222,At Risk
14530,26,6,2925.91,3,3,4,334,Loyal
14532,236,4,932.85,1,3,3,133,Hibernating
14533,25,9,1812.6200000000001,3,4,4,344,Loyal
14534,3,25,4075.35,4,4,4,444,Champions
14535,59,4,2841.09,2,3,4,234,About to Sleep
14536,260,1,171.8,1,1,1,111,Can't Lose
14537,58,1,355.56,2,1,2,212,At Risk
14538,65,2,388.25,2,2,2,222,At Risk
14539,16,2,537.48,4,2,2,422,New Customers
14540,10,3,996.26,4,2,3,423,Potential Loyalists
14541,59,8,1461.65,2,4,3,243,Hibernating
14542,186,1,103.25,1,1,1,111,Can't Lose
14543,4,21,2916.17,4,4,4,444,Champions
14544,24,2,2024.45,3,2,4,324,Unknown
14546,4,9,2487.02,4,4,4,444,Champions
14547,4,9,3986.7400000000002,4,4,4,444,Champions
14548,151,2,652.8,1,2,3,123,Can't Lose
14549,311,1,289.24,1,1,1,111,Can't Lose
14550,11,2,765.62,4,2,3,423,Potential Loyalists
14551,18,2,186.23,3,2,1,321,Promising
